Age,Player_ID,Field_Goal_Percentage,Free_Throw_Percentage,Total_Rebounds,Assists,Steals,Block_Shots,Points,Salary,Season,Team
22-043,jamesle01,0.313,0.667,8,5,1,1,18,22971000,2015-16,Cleveland Cavaliers
22-043,jamesle01,0.313,0.667,8,5,1,1,18,30963450,2016-17,Cleveland Cavaliers
22-043,jamesle01,0.313,0.667,8,5,1,1,18,33285709,2017-18,Cleveland Cavaliers
22-046,jamesle01,0.36,0.556,10,4,1,3,23,4018920,2003-04,Cleveland Cavaliers
22-046,jamesle01,0.36,0.556,10,4,1,3,23,4320360,2004-05,Cleveland Cavaliers
22-046,jamesle01,0.36,0.556,10,4,1,3,23,4621800,2005-06,Cleveland Cavaliers
22-046,jamesle01,0.36,0.556,10,4,1,3,23,5828090,2006-07,Cleveland Cavaliers
22-046,jamesle01,0.36,0.556,10,4,1,3,23,13041250,2007-08,Cleveland Cavaliers
22-046,jamesle01,0.36,0.556,10,4,1,3,23,14410581,2008-09,Cleveland Cavaliers
22-046,jamesle01,0.36,0.556,10,4,1,3,23,15779912,2009-10,Cleveland Cavaliers
22-046,jamesle01,0.36,0.556,10,4,1,3,23,14500000,2010-11,Miami Heat
22-046,jamesle01,0.36,0.556,10,4,1,3,23,16022500,2011-12,Miami Heat
22-046,jamesle01,0.36,0.556,10,4,1,3,23,17545000,2012-13,Miami Heat
22-046,jamesle01,0.36,0.556,10,4,1,3,23,19067500,2013-14,Miami Heat
22-046,jamesle01,0.36,0.556,10,4,1,3,23,20644400,2014-15,Cleveland Cavaliers
22-046,jamesle01,0.36,0.556,10,4,1,3,23,22971000,2015-16,Cleveland Cavaliers
22-046,jamesle01,0.36,0.556,10,4,1,3,23,30963450,2016-17,Cleveland Cavaliers
22-046,jamesle01,0.36,0.556,10,4,1,3,23,33285709,2017-18,Cleveland Cavaliers
22-047,jamesle01,0.625,0.818,4,3,3,0,38,4018920,2003-04,Cleveland Cavaliers
22-047,jamesle01,0.625,0.818,4,3,3,0,38,4320360,2004-05,Cleveland Cavaliers
22-047,jamesle01,0.625,0.818,4,3,3,0,38,4621800,2005-06,Cleveland Cavaliers
22-047,jamesle01,0.625,0.818,4,3,3,0,38,5828090,2006-07,Cleveland Cavaliers
22-047,jamesle01,0.625,0.818,4,3,3,0,38,13041250,2007-08,Cleveland Cavaliers
22-047,jamesle01,0.625,0.818,4,3,3,0,38,14410581,2008-09,Cleveland Cavaliers
22-047,jamesle01,0.625,0.818,4,3,3,0,38,15779912,2009-10,Cleveland Cavaliers
22-047,jamesle01,0.625,0.818,4,3,3,0,38,14500000,2010-11,Miami Heat
22-047,jamesle01,0.625,0.818,4,3,3,0,38,16022500,2011-12,Miami Heat
22-047,jamesle01,0.625,0.818,4,3,3,0,38,17545000,2012-13,Miami Heat
22-047,jamesle01,0.625,0.818,4,3,3,0,38,19067500,2013-14,Miami Heat
22-047,jamesle01,0.625,0.818,4,3,3,0,38,20644400,2014-15,Cleveland Cavaliers
22-047,jamesle01,0.625,0.818,4,3,3,0,38,22971000,2015-16,Cleveland Cavaliers
22-047,jamesle01,0.625,0.818,4,3,3,0,38,30963450,2016-17,Cleveland Cavaliers
22-047,jamesle01,0.625,0.818,4,3,3,0,38,33285709,2017-18,Cleveland Cavaliers
22-053,jamesle01,0.48,1,4,2,1,1,29,4018920,2003-04,Cleveland Cavaliers
22-053,jamesle01,0.48,1,4,2,1,1,29,4320360,2004-05,Cleveland Cavaliers
22-053,jamesle01,0.48,1,4,2,1,1,29,4621800,2005-06,Cleveland Cavaliers
22-053,jamesle01,0.48,1,4,2,1,1,29,5828090,2006-07,Cleveland Cavaliers
22-053,jamesle01,0.48,1,4,2,1,1,29,13041250,2007-08,Cleveland Cavaliers
22-053,jamesle01,0.48,1,4,2,1,1,29,14410581,2008-09,Cleveland Cavaliers
22-053,jamesle01,0.48,1,4,2,1,1,29,15779912,2009-10,Cleveland Cavaliers
22-053,jamesle01,0.48,1,4,2,1,1,29,14500000,2010-11,Miami Heat
22-053,jamesle01,0.48,1,4,2,1,1,29,16022500,2011-12,Miami Heat
22-053,jamesle01,0.48,1,4,2,1,1,29,17545000,2012-13,Miami Heat
22-053,jamesle01,0.48,1,4,2,1,1,29,19067500,2013-14,Miami Heat
22-053,jamesle01,0.48,1,4,2,1,1,29,20644400,2014-15,Cleveland Cavaliers
22-053,jamesle01,0.48,1,4,2,1,1,29,22971000,2015-16,Cleveland Cavaliers
22-053,jamesle01,0.48,1,4,2,1,1,29,30963450,2016-17,Cleveland Cavaliers
22-053,jamesle01,0.48,1,4,2,1,1,29,33285709,2017-18,Cleveland Cavaliers
22-054,jamesle01,0.464,0.25,7,2,3,0,29,4018920,2003-04,Cleveland Cavaliers
22-054,jamesle01,0.464,0.25,7,2,3,0,29,4320360,2004-05,Cleveland Cavaliers
22-054,jamesle01,0.464,0.25,7,2,3,0,29,4621800,2005-06,Cleveland Cavaliers
22-054,jamesle01,0.464,0.25,7,2,3,0,29,5828090,2006-07,Cleveland Cavaliers
22-054,jamesle01,0.464,0.25,7,2,3,0,29,13041250,2007-08,Cleveland Cavaliers
22-054,jamesle01,0.464,0.25,7,2,3,0,29,14410581,2008-09,Cleveland Cavaliers
22-054,jamesle01,0.464,0.25,7,2,3,0,29,15779912,2009-10,Cleveland Cavaliers
22-054,jamesle01,0.464,0.25,7,2,3,0,29,14500000,2010-11,Miami Heat
22-054,jamesle01,0.464,0.25,7,2,3,0,29,16022500,2011-12,Miami Heat
22-054,jamesle01,0.464,0.25,7,2,3,0,29,17545000,2012-13,Miami Heat
22-054,jamesle01,0.464,0.25,7,2,3,0,29,19067500,2013-14,Miami Heat
22-054,jamesle01,0.464,0.25,7,2,3,0,29,20644400,2014-15,Cleveland Cavaliers
22-054,jamesle01,0.464,0.25,7,2,3,0,29,22971000,2015-16,Cleveland Cavaliers
22-054,jamesle01,0.464,0.25,7,2,3,0,29,30963450,2016-17,Cleveland Cavaliers
22-054,jamesle01,0.464,0.25,7,2,3,0,29,33285709,2017-18,Cleveland Cavaliers
22-057,jamesle01,0.455,0.583,3,7,0,1,29,4018920,2003-04,Cleveland Cavaliers
22-057,jamesle01,0.455,0.583,3,7,0,1,29,4320360,2004-05,Cleveland Cavaliers
22-057,jamesle01,0.455,0.583,3,7,0,1,29,4621800,2005-06,Cleveland Cavaliers
22-057,jamesle01,0.455,0.583,3,7,0,1,29,5828090,2006-07,Cleveland Cavaliers
22-057,jamesle01,0.455,0.583,3,7,0,1,29,13041250,2007-08,Cleveland Cavaliers
22-057,jamesle01,0.455,0.583,3,7,0,1,29,14410581,2008-09,Cleveland Cavaliers
22-057,jamesle01,0.455,0.583,3,7,0,1,29,15779912,2009-10,Cleveland Cavaliers
22-057,jamesle01,0.455,0.583,3,7,0,1,29,14500000,2010-11,Miami Heat
22-057,jamesle01,0.455,0.583,3,7,0,1,29,16022500,2011-12,Miami Heat
22-057,jamesle01,0.455,0.583,3,7,0,1,29,17545000,2012-13,Miami Heat
22-057,jamesle01,0.455,0.583,3,7,0,1,29,19067500,2013-14,Miami Heat
22-057,jamesle01,0.455,0.583,3,7,0,1,29,20644400,2014-15,Cleveland Cavaliers
22-057,jamesle01,0.455,0.583,3,7,0,1,29,22971000,2015-16,Cleveland Cavaliers
22-057,jamesle01,0.455,0.583,3,7,0,1,29,30963450,2016-17,Cleveland Cavaliers
22-057,jamesle01,0.455,0.583,3,7,0,1,29,33285709,2017-18,Cleveland Cavaliers
22-059,jamesle01,0.636,0.571,5,8,2,1,35,4018920,2003-04,Cleveland Cavaliers
22-059,jamesle01,0.636,0.571,5,8,2,1,35,4320360,2004-05,Cleveland Cavaliers
22-059,jamesle01,0.636,0.571,5,8,2,1,35,4621800,2005-06,Cleveland Cavaliers
22-059,jamesle01,0.636,0.571,5,8,2,1,35,5828090,2006-07,Cleveland Cavaliers
22-059,jamesle01,0.636,0.571,5,8,2,1,35,13041250,2007-08,Cleveland Cavaliers
22-059,jamesle01,0.636,0.571,5,8,2,1,35,14410581,2008-09,Cleveland Cavaliers
22-059,jamesle01,0.636,0.571,5,8,2,1,35,15779912,2009-10,Cleveland Cavaliers
22-059,jamesle01,0.636,0.571,5,8,2,1,35,14500000,2010-11,Miami Heat
22-059,jamesle01,0.636,0.571,5,8,2,1,35,16022500,2011-12,Miami Heat
22-059,jamesle01,0.636,0.571,5,8,2,1,35,17545000,2012-13,Miami Heat
22-059,jamesle01,0.636,0.571,5,8,2,1,35,19067500,2013-14,Miami Heat
22-059,jamesle01,0.636,0.571,5,8,2,1,35,20644400,2014-15,Cleveland Cavaliers
22-059,jamesle01,0.636,0.571,5,8,2,1,35,22971000,2015-16,Cleveland Cavaliers
22-059,jamesle01,0.636,0.571,5,8,2,1,35,30963450,2016-17,Cleveland Cavaliers
22-059,jamesle01,0.636,0.571,5,8,2,1,35,33285709,2017-18,Cleveland Cavaliers
22-061,jamesle01,0.63,0.5,3,5,0,0,39,4018920,2003-04,Cleveland Cavaliers
22-061,jamesle01,0.63,0.5,3,5,0,0,39,4320360,2004-05,Cleveland Cavaliers
22-061,jamesle01,0.63,0.5,3,5,0,0,39,4621800,2005-06,Cleveland Cavaliers
22-061,jamesle01,0.63,0.5,3,5,0,0,39,5828090,2006-07,Cleveland Cavaliers
22-061,jamesle01,0.63,0.5,3,5,0,0,39,13041250,2007-08,Cleveland Cavaliers
22-061,jamesle01,0.63,0.5,3,5,0,0,39,14410581,2008-09,Cleveland Cavaliers
22-061,jamesle01,0.63,0.5,3,5,0,0,39,15779912,2009-10,Cleveland Cavaliers
22-061,jamesle01,0.63,0.5,3,5,0,0,39,14500000,2010-11,Miami Heat
22-061,jamesle01,0.63,0.5,3,5,0,0,39,16022500,2011-12,Miami Heat
22-061,jamesle01,0.63,0.5,3,5,0,0,39,17545000,2012-13,Miami Heat
22-061,jamesle01,0.63,0.5,3,5,0,0,39,19067500,2013-14,Miami Heat
22-061,jamesle01,0.63,0.5,3,5,0,0,39,20644400,2014-15,Cleveland Cavaliers
22-061,jamesle01,0.63,0.5,3,5,0,0,39,22971000,2015-16,Cleveland Cavaliers
22-061,jamesle01,0.63,0.5,3,5,0,0,39,30963450,2016-17,Cleveland Cavaliers
22-061,jamesle01,0.63,0.5,3,5,0,0,39,33285709,2017-18,Cleveland Cavaliers
22-063,jamesle01,0.5,0.882,5,6,0,3,36,4018920,2003-04,Cleveland Cavaliers
22-063,jamesle01,0.5,0.882,5,6,0,3,36,4320360,2004-05,Cleveland Cavaliers
22-063,jamesle01,0.5,0.882,5,6,0,3,36,4621800,2005-06,Cleveland Cavaliers
22-063,jamesle01,0.5,0.882,5,6,0,3,36,5828090,2006-07,Cleveland Cavaliers
22-063,jamesle01,0.5,0.882,5,6,0,3,36,13041250,2007-08,Cleveland Cavaliers
22-063,jamesle01,0.5,0.882,5,6,0,3,36,14410581,2008-09,Cleveland Cavaliers
22-063,jamesle01,0.5,0.882,5,6,0,3,36,15779912,2009-10,Cleveland Cavaliers
22-063,jamesle01,0.5,0.882,5,6,0,3,36,14500000,2010-11,Miami Heat
22-063,jamesle01,0.5,0.882,5,6,0,3,36,16022500,2011-12,Miami Heat
22-063,jamesle01,0.5,0.882,5,6,0,3,36,17545000,2012-13,Miami Heat
22-063,jamesle01,0.5,0.882,5,6,0,3,36,19067500,2013-14,Miami Heat
22-063,jamesle01,0.5,0.882,5,6,0,3,36,20644400,2014-15,Cleveland Cavaliers
22-063,jamesle01,0.5,0.882,5,6,0,3,36,22971000,2015-16,Cleveland Cavaliers
22-063,jamesle01,0.5,0.882,5,6,0,3,36,30963450,2016-17,Cleveland Cavaliers
22-063,jamesle01,0.5,0.882,5,6,0,3,36,33285709,2017-18,Cleveland Cavaliers
22-065,jamesle01,0.5,0.556,12,8,0,0,32,4018920,2003-04,Cleveland Cavaliers
22-065,jamesle01,0.5,0.556,12,8,0,0,32,4320360,2004-05,Cleveland Cavaliers
22-065,jamesle01,0.5,0.556,12,8,0,0,32,4621800,2005-06,Cleveland Cavaliers
22-065,jamesle01,0.5,0.556,12,8,0,0,32,5828090,2006-07,Cleveland Cavaliers
22-065,jamesle01,0.5,0.556,12,8,0,0,32,13041250,2007-08,Cleveland Cavaliers
22-065,jamesle01,0.5,0.556,12,8,0,0,32,14410581,2008-09,Cleveland Cavaliers
22-065,jamesle01,0.5,0.556,12,8,0,0,32,15779912,2009-10,Cleveland Cavaliers
22-065,jamesle01,0.5,0.556,12,8,0,0,32,14500000,2010-11,Miami Heat
22-065,jamesle01,0.5,0.556,12,8,0,0,32,16022500,2011-12,Miami Heat
22-065,jamesle01,0.5,0.556,12,8,0,0,32,17545000,2012-13,Miami Heat
22-065,jamesle01,0.5,0.556,12,8,0,0,32,19067500,2013-14,Miami Heat
22-065,jamesle01,0.5,0.556,12,8,0,0,32,20644400,2014-15,Cleveland Cavaliers
22-065,jamesle01,0.5,0.556,12,8,0,0,32,22971000,2015-16,Cleveland Cavaliers
22-065,jamesle01,0.5,0.556,12,8,0,0,32,30963450,2016-17,Cleveland Cavaliers
22-065,jamesle01,0.5,0.556,12,8,0,0,32,33285709,2017-18,Cleveland Cavaliers
22-067,jamesle01,0.548,0.75,7,8,3,1,41,4018920,2003-04,Cleveland Cavaliers
22-067,jamesle01,0.548,0.75,7,8,3,1,41,4320360,2004-05,Cleveland Cavaliers
22-067,jamesle01,0.548,0.75,7,8,3,1,41,4621800,2005-06,Cleveland Cavaliers
22-067,jamesle01,0.548,0.75,7,8,3,1,41,5828090,2006-07,Cleveland Cavaliers
22-067,jamesle01,0.548,0.75,7,8,3,1,41,13041250,2007-08,Cleveland Cavaliers
22-067,jamesle01,0.548,0.75,7,8,3,1,41,14410581,2008-09,Cleveland Cavaliers
22-067,jamesle01,0.548,0.75,7,8,3,1,41,15779912,2009-10,Cleveland Cavaliers
22-067,jamesle01,0.548,0.75,7,8,3,1,41,14500000,2010-11,Miami Heat
22-067,jamesle01,0.548,0.75,7,8,3,1,41,16022500,2011-12,Miami Heat
22-067,jamesle01,0.548,0.75,7,8,3,1,41,17545000,2012-13,Miami Heat
22-067,jamesle01,0.548,0.75,7,8,3,1,41,19067500,2013-14,Miami Heat
22-067,jamesle01,0.548,0.75,7,8,3,1,41,20644400,2014-15,Cleveland Cavaliers
22-067,jamesle01,0.548,0.75,7,8,3,1,41,22971000,2015-16,Cleveland Cavaliers
22-067,jamesle01,0.548,0.75,7,8,3,1,41,30963450,2016-17,Cleveland Cavaliers
22-067,jamesle01,0.548,0.75,7,8,3,1,41,33285709,2017-18,Cleveland Cavaliers
22-070,jamesle01,0.545,1,8,9,3,1,32,4018920,2003-04,Cleveland Cavaliers
22-070,jamesle01,0.545,1,8,9,3,1,32,4320360,2004-05,Cleveland Cavaliers
22-070,jamesle01,0.545,1,8,9,3,1,32,4621800,2005-06,Cleveland Cavaliers
22-070,jamesle01,0.545,1,8,9,3,1,32,5828090,2006-07,Cleveland Cavaliers
22-070,jamesle01,0.545,1,8,9,3,1,32,13041250,2007-08,Cleveland Cavaliers
22-070,jamesle01,0.545,1,8,9,3,1,32,14410581,2008-09,Cleveland Cavaliers
22-070,jamesle01,0.545,1,8,9,3,1,32,15779912,2009-10,Cleveland Cavaliers
22-070,jamesle01,0.545,1,8,9,3,1,32,14500000,2010-11,Miami Heat
22-070,jamesle01,0.545,1,8,9,3,1,32,16022500,2011-12,Miami Heat
22-070,jamesle01,0.545,1,8,9,3,1,32,17545000,2012-13,Miami Heat
22-070,jamesle01,0.545,1,8,9,3,1,32,19067500,2013-14,Miami Heat
22-070,jamesle01,0.545,1,8,9,3,1,32,20644400,2014-15,Cleveland Cavaliers
22-070,jamesle01,0.545,1,8,9,3,1,32,22971000,2015-16,Cleveland Cavaliers
22-070,jamesle01,0.545,1,8,9,3,1,32,30963450,2016-17,Cleveland Cavaliers
22-070,jamesle01,0.545,1,8,9,3,1,32,33285709,2017-18,Cleveland Cavaliers
22-071,jamesle01,0.455,0.8,7,6,3,1,26,4018920,2003-04,Cleveland Cavaliers
22-071,jamesle01,0.455,0.8,7,6,3,1,26,4320360,2004-05,Cleveland Cavaliers
22-071,jamesle01,0.455,0.8,7,6,3,1,26,4621800,2005-06,Cleveland Cavaliers
22-071,jamesle01,0.455,0.8,7,6,3,1,26,5828090,2006-07,Cleveland Cavaliers
22-071,jamesle01,0.455,0.8,7,6,3,1,26,13041250,2007-08,Cleveland Cavaliers
22-071,jamesle01,0.455,0.8,7,6,3,1,26,14410581,2008-09,Cleveland Cavaliers
22-071,jamesle01,0.455,0.8,7,6,3,1,26,15779912,2009-10,Cleveland Cavaliers
22-071,jamesle01,0.455,0.8,7,6,3,1,26,14500000,2010-11,Miami Heat
22-071,jamesle01,0.455,0.8,7,6,3,1,26,16022500,2011-12,Miami Heat
22-071,jamesle01,0.455,0.8,7,6,3,1,26,17545000,2012-13,Miami Heat
22-071,jamesle01,0.455,0.8,7,6,3,1,26,19067500,2013-14,Miami Heat
22-071,jamesle01,0.455,0.8,7,6,3,1,26,20644400,2014-15,Cleveland Cavaliers
22-071,jamesle01,0.455,0.8,7,6,3,1,26,22971000,2015-16,Cleveland Cavaliers
22-071,jamesle01,0.455,0.8,7,6,3,1,26,30963450,2016-17,Cleveland Cavaliers
22-071,jamesle01,0.455,0.8,7,6,3,1,26,33285709,2017-18,Cleveland Cavaliers
22-074,jamesle01,0.647,0.5,6,4,3,0,29,4018920,2003-04,Cleveland Cavaliers
22-074,jamesle01,0.647,0.5,6,4,3,0,29,4320360,2004-05,Cleveland Cavaliers
22-074,jamesle01,0.647,0.5,6,4,3,0,29,4621800,2005-06,Cleveland Cavaliers
22-074,jamesle01,0.647,0.5,6,4,3,0,29,5828090,2006-07,Cleveland Cavaliers
22-074,jamesle01,0.647,0.5,6,4,3,0,29,13041250,2007-08,Cleveland Cavaliers
22-074,jamesle01,0.647,0.5,6,4,3,0,29,14410581,2008-09,Cleveland Cavaliers
22-074,jamesle01,0.647,0.5,6,4,3,0,29,15779912,2009-10,Cleveland Cavaliers
22-074,jamesle01,0.647,0.5,6,4,3,0,29,14500000,2010-11,Miami Heat
22-074,jamesle01,0.647,0.5,6,4,3,0,29,16022500,2011-12,Miami Heat
22-074,jamesle01,0.647,0.5,6,4,3,0,29,17545000,2012-13,Miami Heat
22-074,jamesle01,0.647,0.5,6,4,3,0,29,19067500,2013-14,Miami Heat
22-074,jamesle01,0.647,0.5,6,4,3,0,29,20644400,2014-15,Cleveland Cavaliers
22-074,jamesle01,0.647,0.5,6,4,3,0,29,22971000,2015-16,Cleveland Cavaliers
22-074,jamesle01,0.647,0.5,6,4,3,0,29,30963450,2016-17,Cleveland Cavaliers
22-074,jamesle01,0.647,0.5,6,4,3,0,29,33285709,2017-18,Cleveland Cavaliers
22-077,jamesle01,0.381,0.615,17,9,2,2,24,4018920,2003-04,Cleveland Cavaliers
22-077,jamesle01,0.381,0.615,17,9,2,2,24,4320360,2004-05,Cleveland Cavaliers
22-077,jamesle01,0.381,0.615,17,9,2,2,24,4621800,2005-06,Cleveland Cavaliers
22-077,jamesle01,0.381,0.615,17,9,2,2,24,5828090,2006-07,Cleveland Cavaliers
22-077,jamesle01,0.381,0.615,17,9,2,2,24,13041250,2007-08,Cleveland Cavaliers
22-077,jamesle01,0.381,0.615,17,9,2,2,24,14410581,2008-09,Cleveland Cavaliers
22-077,jamesle01,0.381,0.615,17,9,2,2,24,15779912,2009-10,Cleveland Cavaliers
22-077,jamesle01,0.381,0.615,17,9,2,2,24,14500000,2010-11,Miami Heat
22-077,jamesle01,0.381,0.615,17,9,2,2,24,16022500,2011-12,Miami Heat
22-077,jamesle01,0.381,0.615,17,9,2,2,24,17545000,2012-13,Miami Heat
22-077,jamesle01,0.381,0.615,17,9,2,2,24,19067500,2013-14,Miami Heat
22-077,jamesle01,0.381,0.615,17,9,2,2,24,20644400,2014-15,Cleveland Cavaliers
22-077,jamesle01,0.381,0.615,17,9,2,2,24,22971000,2015-16,Cleveland Cavaliers
22-077,jamesle01,0.381,0.615,17,9,2,2,24,30963450,2016-17,Cleveland Cavaliers
22-077,jamesle01,0.381,0.615,17,9,2,2,24,33285709,2017-18,Cleveland Cavaliers
22-080,jamesle01,0.387,0.917,6,6,1,3,37,4018920,2003-04,Cleveland Cavaliers
22-080,jamesle01,0.387,0.917,6,6,1,3,37,4320360,2004-05,Cleveland Cavaliers
22-080,jamesle01,0.387,0.917,6,6,1,3,37,4621800,2005-06,Cleveland Cavaliers
22-080,jamesle01,0.387,0.917,6,6,1,3,37,5828090,2006-07,Cleveland Cavaliers
22-080,jamesle01,0.387,0.917,6,6,1,3,37,13041250,2007-08,Cleveland Cavaliers
22-080,jamesle01,0.387,0.917,6,6,1,3,37,14410581,2008-09,Cleveland Cavaliers
22-080,jamesle01,0.387,0.917,6,6,1,3,37,15779912,2009-10,Cleveland Cavaliers
22-080,jamesle01,0.387,0.917,6,6,1,3,37,14500000,2010-11,Miami Heat
22-080,jamesle01,0.387,0.917,6,6,1,3,37,16022500,2011-12,Miami Heat
22-080,jamesle01,0.387,0.917,6,6,1,3,37,17545000,2012-13,Miami Heat
22-080,jamesle01,0.387,0.917,6,6,1,3,37,19067500,2013-14,Miami Heat
22-080,jamesle01,0.387,0.917,6,6,1,3,37,20644400,2014-15,Cleveland Cavaliers
22-080,jamesle01,0.387,0.917,6,6,1,3,37,22971000,2015-16,Cleveland Cavaliers
22-080,jamesle01,0.387,0.917,6,6,1,3,37,30963450,2016-17,Cleveland Cavaliers
22-080,jamesle01,0.387,0.917,6,6,1,3,37,33285709,2017-18,Cleveland Cavaliers
22-081,jamesle01,0.429,0.857,6,4,2,3,31,4018920,2003-04,Cleveland Cavaliers
22-081,jamesle01,0.429,0.857,6,4,2,3,31,4320360,2004-05,Cleveland Cavaliers
22-081,jamesle01,0.429,0.857,6,4,2,3,31,4621800,2005-06,Cleveland Cavaliers
22-081,jamesle01,0.429,0.857,6,4,2,3,31,5828090,2006-07,Cleveland Cavaliers
22-081,jamesle01,0.429,0.857,6,4,2,3,31,13041250,2007-08,Cleveland Cavaliers
22-081,jamesle01,0.429,0.857,6,4,2,3,31,14410581,2008-09,Cleveland Cavaliers
22-081,jamesle01,0.429,0.857,6,4,2,3,31,15779912,2009-10,Cleveland Cavaliers
22-081,jamesle01,0.429,0.857,6,4,2,3,31,14500000,2010-11,Miami Heat
22-081,jamesle01,0.429,0.857,6,4,2,3,31,16022500,2011-12,Miami Heat
22-081,jamesle01,0.429,0.857,6,4,2,3,31,17545000,2012-13,Miami Heat
22-081,jamesle01,0.429,0.857,6,4,2,3,31,19067500,2013-14,Miami Heat
22-081,jamesle01,0.429,0.857,6,4,2,3,31,20644400,2014-15,Cleveland Cavaliers
22-081,jamesle01,0.429,0.857,6,4,2,3,31,22971000,2015-16,Cleveland Cavaliers
22-081,jamesle01,0.429,0.857,6,4,2,3,31,30963450,2016-17,Cleveland Cavaliers
22-081,jamesle01,0.429,0.857,6,4,2,3,31,33285709,2017-18,Cleveland Cavaliers
22-083,jamesle01,0.5,0.833,3,10,2,0,21,4018920,2003-04,Cleveland Cavaliers
22-083,jamesle01,0.5,0.833,3,10,2,0,21,4320360,2004-05,Cleveland Cavaliers
22-083,jamesle01,0.5,0.833,3,10,2,0,21,4621800,2005-06,Cleveland Cavaliers
22-083,jamesle01,0.5,0.833,3,10,2,0,21,5828090,2006-07,Cleveland Cavaliers
22-083,jamesle01,0.5,0.833,3,10,2,0,21,13041250,2007-08,Cleveland Cavaliers
22-083,jamesle01,0.5,0.833,3,10,2,0,21,14410581,2008-09,Cleveland Cavaliers
22-083,jamesle01,0.5,0.833,3,10,2,0,21,15779912,2009-10,Cleveland Cavaliers
22-083,jamesle01,0.5,0.833,3,10,2,0,21,14500000,2010-11,Miami Heat
22-083,jamesle01,0.5,0.833,3,10,2,0,21,16022500,2011-12,Miami Heat
22-083,jamesle01,0.5,0.833,3,10,2,0,21,17545000,2012-13,Miami Heat
22-083,jamesle01,0.5,0.833,3,10,2,0,21,19067500,2013-14,Miami Heat
22-083,jamesle01,0.5,0.833,3,10,2,0,21,20644400,2014-15,Cleveland Cavaliers
22-083,jamesle01,0.5,0.833,3,10,2,0,21,22971000,2015-16,Cleveland Cavaliers
22-083,jamesle01,0.5,0.833,3,10,2,0,21,30963450,2016-17,Cleveland Cavaliers
22-083,jamesle01,0.5,0.833,3,10,2,0,21,33285709,2017-18,Cleveland Cavaliers
22-085,jamesle01,0.421,1,3,8,1,0,18,4018920,2003-04,Cleveland Cavaliers
22-085,jamesle01,0.421,1,3,8,1,0,18,4320360,2004-05,Cleveland Cavaliers
22-085,jamesle01,0.421,1,3,8,1,0,18,4621800,2005-06,Cleveland Cavaliers
22-085,jamesle01,0.421,1,3,8,1,0,18,5828090,2006-07,Cleveland Cavaliers
22-085,jamesle01,0.421,1,3,8,1,0,18,13041250,2007-08,Cleveland Cavaliers
22-085,jamesle01,0.421,1,3,8,1,0,18,14410581,2008-09,Cleveland Cavaliers
22-085,jamesle01,0.421,1,3,8,1,0,18,15779912,2009-10,Cleveland Cavaliers
22-085,jamesle01,0.421,1,3,8,1,0,18,14500000,2010-11,Miami Heat
22-085,jamesle01,0.421,1,3,8,1,0,18,16022500,2011-12,Miami Heat
22-085,jamesle01,0.421,1,3,8,1,0,18,17545000,2012-13,Miami Heat
22-085,jamesle01,0.421,1,3,8,1,0,18,19067500,2013-14,Miami Heat
22-085,jamesle01,0.421,1,3,8,1,0,18,20644400,2014-15,Cleveland Cavaliers
22-085,jamesle01,0.421,1,3,8,1,0,18,22971000,2015-16,Cleveland Cavaliers
22-085,jamesle01,0.421,1,3,8,1,0,18,30963450,2016-17,Cleveland Cavaliers
22-085,jamesle01,0.421,1,3,8,1,0,18,33285709,2017-18,Cleveland Cavaliers
22-087,jamesle01,0.444,0.714,7,6,2,0,26,4018920,2003-04,Cleveland Cavaliers
22-087,jamesle01,0.444,0.714,7,6,2,0,26,4320360,2004-05,Cleveland Cavaliers
22-087,jamesle01,0.444,0.714,7,6,2,0,26,4621800,2005-06,Cleveland Cavaliers
22-087,jamesle01,0.444,0.714,7,6,2,0,26,5828090,2006-07,Cleveland Cavaliers
22-087,jamesle01,0.444,0.714,7,6,2,0,26,13041250,2007-08,Cleveland Cavaliers
22-087,jamesle01,0.444,0.714,7,6,2,0,26,14410581,2008-09,Cleveland Cavaliers
22-087,jamesle01,0.444,0.714,7,6,2,0,26,15779912,2009-10,Cleveland Cavaliers
22-087,jamesle01,0.444,0.714,7,6,2,0,26,14500000,2010-11,Miami Heat
22-087,jamesle01,0.444,0.714,7,6,2,0,26,16022500,2011-12,Miami Heat
22-087,jamesle01,0.444,0.714,7,6,2,0,26,17545000,2012-13,Miami Heat
22-087,jamesle01,0.444,0.714,7,6,2,0,26,19067500,2013-14,Miami Heat
22-087,jamesle01,0.444,0.714,7,6,2,0,26,20644400,2014-15,Cleveland Cavaliers
22-087,jamesle01,0.444,0.714,7,6,2,0,26,22971000,2015-16,Cleveland Cavaliers
22-087,jamesle01,0.444,0.714,7,6,2,0,26,30963450,2016-17,Cleveland Cavaliers
22-087,jamesle01,0.444,0.714,7,6,2,0,26,33285709,2017-18,Cleveland Cavaliers
22-088,jamesle01,0.3,0.714,6,7,2,0,24,4018920,2003-04,Cleveland Cavaliers
22-088,jamesle01,0.3,0.714,6,7,2,0,24,4320360,2004-05,Cleveland Cavaliers
22-088,jamesle01,0.3,0.714,6,7,2,0,24,4621800,2005-06,Cleveland Cavaliers
22-088,jamesle01,0.3,0.714,6,7,2,0,24,5828090,2006-07,Cleveland Cavaliers
22-088,jamesle01,0.3,0.714,6,7,2,0,24,13041250,2007-08,Cleveland Cavaliers
